date,open,high,low,close,change,diff
10/13/2023 00:00,1870.59,1932.65,1870.21,1931.46,6087,3.15
10/12/2023 00:00,1875.37,1884.34,1867.8,1870.66,-471,-0.25
10/11/2023 00:00,1859.83,1876.87,1858.67,1875.3,1547,0.82
10/10/2023 00:00,1862.82,1865.22,1853.39,1859.65,-317,-0.17
10/09/2023 00:00,1847.88,1863.39,1844.3,1862.52,1464,0.79
10/06/2023 00:00,1821.45,1834.44,1810.74,1832.19,1074,0.59
10/05/2023 00:00,1822.58,1829.04,1813.13,1821.23,-135,-0.07
10/04/2023 00:00,1822.97,1829.64,1816.6,1822.63,-34,-0.02
10/03/2023 00:00,1824.72,1832.91,1814.7,1823.41,-131,-0.07
10/02/2023 00:00,1848.38,1848.81,1820.53,1824.92,-2346,-1.29
09/29/2023 00:00,1866.56,1879.23,1845.9,1848.58,-1798,-0.97
09/28/2023 00:00,1877.46,1879.31,1857.2,1866.58,-1088,-0.58
09/27/2023 00:00,1901.5,1903.46,1871.8,1877.56,-2394,-1.28
09/26/2023 00:00,1916.1,1916.37,1898.7,1901.53,-1457,-0.77
09/25/2023 00:00,1924.74,1926.95,1914.5,1916.17,-857,-0.45
09/22/2023 00:00,1921.47,1928.85,1920.6,1925.2,373,0.19
09/21/2023 00:00,1929.42,1930.35,1913.9,1921.3,-812,-0.42
09/20/2023 00:00,1931.34,1947.34,1927.7,1929.33,-201,-0.1
09/19/2023 00:00,1934.27,1937.15,1929.5,1931.33,-294,-0.15
09/18/2023 00:00,1923.17,1934.44,1922.2,1934.02,1085,0.56
09/15/2023 00:00,1909.78,1930.27,1909.1,1923.56,1378,0.72
09/14/2023 00:00,1909.08,1912.74,1900.5,1909.76,68,0.04
09/13/2023 00:00,1912.83,1915.7,1906.36,1909.17,-366,-0.19
09/12/2023 00:00,1921.52,1924.23,1907.87,1912.86,-866,-0.45
09/11/2023 00:00,1918.91,1930.45,1918.4,1921.55,264,0.14
09/08/2023 00:00,1920.13,1929.41,1917.52,1918.95,-118,-0.06
09/07/2023 00:00,1917.05,1923.36,1915.7,1920.05,300,0.16
09/06/2023 00:00,1926.6,1929.04,1915.34,1917.03,-957,-0.5
09/05/2023 00:00,1937.46,1938.89,1924.7,1926.54,-1092,-0.57
09/04/2023 00:00,1941.33,1946.15,1936.8,1937.58,-375,-0.19
09/01/2023 00:00,1939.79,1952.29,1934.61,1939.87,8,0
08/31/2023 00:00,1944.15,1947.63,1938.4,1939.94,-421,-0.22
08/30/2023 00:00,1936.2,1948.7,1934.7,1944.18,798,0.41
08/29/2023 00:00,1921.21,1938.02,1914.53,1936.14,1493,0.77
08/28/2023 00:00,1915.12,1925.79,1913.1,1921.09,597,0.31
08/25/2023 00:00,1915.69,1922.25,1903.4,1914.64,-105,-0.05
08/24/2023 00:00,1917.95,1923.01,1912.04,1915.7,-225,-0.12
08/23/2023 00:00,1898.46,1920.13,1897.7,1917.92,1946,1.01
08/22/2023 00:00,1900.07,1904.25,1889.68,1898.45,-162,-0.09
08/18/2023 00:00,1891.29,1896.06,1886.8,1889.28,-201,-0.11
08/17/2023 00:00,1893.17,1902.96,1884.7,1891.35,-182,-0.1
08/16/2023 00:00,1901.31,1907.1,1891.2,1893.27,-804,-0.42
08/15/2023 00:00,1907.53,1911.34,1896.69,1901.52,-601,-0.32
08/14/2023 00:00,1913.67,1915.97,1902.7,1907.48,-619,-0.32
08/11/2023 00:00,1912.34,1920.83,1911.7,1913.56,122,0.06
08/10/2023 00:00,1916.56,1929.52,1910.9,1912.35,-421,-0.22
08/09/2023 00:00,1925.49,1932.23,1913.4,1916.62,-887,-0.46
08/08/2023 00:00,1936.82,1937.1,1922.81,1925.56,-1126,-0.58
08/07/2023 00:00,1944.78,1944.78,1931.69,1936.64,-814,-0.42
08/04/2023 00:00,1935.89,1946.07,1930.41,1942.51,662,0.34
08/03/2023 00:00,1936.11,1938.79,1929.75,1935.65,-46,-0.02
08/02/2023 00:00,1951.66,1954.55,1933.44,1935.98,-1568,-0.81
08/01/2023 00:00,1963.88,1964.6,1941.29,1952.15,-1173,-0.6
07/31/2023 00:00,1957.94,1972.23,1952.79,1963.95,601,0.31
07/28/2023 00:00,1947.32,1963.46,1946,1959,1168,0.6
07/27/2023 00:00,1971.97,1981.93,1942.1,1947.37,-2460,-1.26
07/26/2023 00:00,1965.37,1977.72,1961.8,1971.98,661,0.34
07/25/2023 00:00,1954.29,1966.13,1951.96,1965.29,1100,0.56
07/24/2023 00:00,1961.19,1967.68,1952.8,1954.37,-682,-0.35
07/21/2023 00:00,1972.14,1973.68,1958.08,1961.6,-1054,-0.54
07/20/2023 00:00,1977.55,1987.32,1965.43,1972.07,-548,-0.28
07/19/2023 00:00,1977.59,1980.79,1970.1,1977.65,6,0
07/18/2023 00:00,1955.06,1984.1,1954.66,1977.43,2237,1.13
07/17/2023 00:00,1953.1,1959.66,1945.93,1955.39,229,0.12
07/14/2023 00:00,1960.34,1963.69,1951.1,1955.43,-491,-0.25
07/13/2023 00:00,1957.68,1963.21,1952.92,1959.88,220,0.11
07/12/2023 00:00,1933.28,1959.58,1932.9,1957.68,2440,1.25
07/11/2023 00:00,1924.93,1938.2,1923.9,1933.19,826,0.43
07/10/2023 00:00,1924.99,1926.79,1912.72,1924.76,-23,-0.01
07/07/2023 00:00,1911.5,1934.62,1909.4,1925.53,1403,0.73
07/06/2023 00:00,1916.75,1927.32,1902.85,1911.58,-517,-0.27
07/05/2023 00:00,1926.34,1934.83,1914.1,1916.69,-965,-0.5
07/04/2023 00:00,1921.07,1930.53,1919.5,1926.23,516,0.27
07/03/2023 00:00,1917.7,1930.5,1910.11,1921.17,347,0.18
06/30/2023 00:00,1908.71,1922.61,1900.57,1919.2,1049,0.55
06/29/2023 00:00,1909.47,1913,1893.16,1908.76,-71,-0.04
06/28/2023 00:00,1915.26,1916.98,1903.46,1909.64,-562,-0.29
06/27/2023 00:00,1922.57,1930.04,1910.6,1915.42,-715,-0.37
06/26/2023 00:00,1925.22,1933.18,1920.4,1922.37,-285,-0.15
06/23/2023 00:00,1914.47,1936.57,1910.2,1920.79,632,0.33
06/22/2023 00:00,1933.91,1934.15,1912.4,1914.43,-1948,-1.02
06/21/2023 00:00,1935.9,1939.08,1920.19,1933.78,-212,-0.11
06/20/2023 00:00,1952.39,1956.39,1929,1937.17,-1522,-0.79
06/19/2023 00:00,1957,1958.49,1947.8,1952.32,-468,-0.24
06/16/2023 00:00,1958.23,1967.8,1953.5,1957.5,-73,-0.04
06/15/2023 00:00,1944.8,1960.13,1926.21,1958.25,1345,0.69
06/14/2023 00:00,1944.19,1959.7,1939.66,1945.16,97,0.05
06/13/2023 00:00,1959.98,1969.47,1940.1,1943.93,-1605,-0.83
06/12/2023 00:00,1960.09,1966.78,1949.49,1959.86,-23,-0.01
06/09/2023 00:00,1965.2,1971.94,1956.93,1960.49,-471,-0.24
06/08/2023 00:00,1944.36,1969.81,1942.71,1965.33,2097,1.07
06/07/2023 00:00,1963.29,1969.82,1939,1944.39,-1890,-0.97
06/06/2023 00:00,1961.4,1966.2,1954.43,1963.2,180,0.09
06/05/2023 00:00,1949.27,1963.88,1938.21,1961.24,1197,0.61
06/02/2023 00:00,1977.15,1983.42,1947.4,1948,-2915,-1.5
06/01/2023 00:00,1966.22,1983,1952.7,1976.87,1065,0.54
05/31/2023 00:00,1958.5,1974.38,1953.6,1966.31,781,0.4
05/30/2023 00:00,1941.54,1963.42,1932.11,1958.6,1706,0.87
05/29/2023 00:00,1944.04,1949.6,1940.26,1941.55,-249,-0.13
05/26/2023 00:00,1948.96,1951.22,1938.85,1946.07,-289,-0.15
05/25/2023 00:00,1960.03,1964.62,1938.6,1940.37,-1966,-1.01
05/24/2023 00:00,1975.19,1984.92,1956.4,1959.9,-1529,-0.78
05/23/2023 00:00,1969.94,1977.35,1954.4,1975,506,0.26
05/22/2023 00:00,1981.07,1982.32,1969,1969.58,-1149,-0.58
05/19/2023 00:00,1958.38,1983.42,1954.03,1977.58,1920,0.97
05/18/2023 00:00,1982.62,1985.76,1951.8,1958.3,-2432,-1.24
05/17/2023 00:00,1988.8,1992.87,1975.2,1982.62,-618,-0.31
05/16/2023 00:00,2014.35,2018.21,1984.7,1989.5,-2485,-1.25
05/15/2023 00:00,2009.53,2021.82,2008.63,2014.35,482,0.24
05/12/2023 00:00,2016.37,2022.06,2000.91,2010.86,-551,-0.27
05/11/2023 00:00,2031.21,2039.93,2011.07,2016.24,-1497,-0.74
05/10/2023 00:00,2036.57,2048.01,2021.61,2031.36,-521,-0.26
05/09/2023 00:00,2021,2037.46,2019,2036.27,1527,0.75
05/08/2023 00:00,2015.8,2029.18,2015.23,2021.22,542,0.27
05/05/2023 00:00,2049.79,2052.75,1999.63,2016.58,-3321,-1.65
05/04/2023 00:00,2052.78,2059.39,2030.77,2049.8,-298,-0.15
05/03/2023 00:00,2015.1,2071.32,2008.9,2051.93,3683,1.79
05/02/2023 00:00,1981.63,2018.94,1978.5,2015.84,3421,1.7
05/01/2023 00:00,1986.95,2005.35,1977.12,1981.13,-582,-0.29
04/28/2023 00:00,1987.17,1994.59,1977.07,1989.44,227,0.11
04/27/2023 00:00,1991.52,2003.07,1975.03,1986.97,-455,-0.23
04/26/2023 00:00,2000.44,2008.06,1983.51,1991.62,-882,-0.44
04/25/2023 00:00,1994.97,2003.6,1975.91,2000.07,510,0.25
04/24/2023 00:00,1984.62,1996.39,1974.76,1995.35,1073,0.54
04/21/2023 00:00,2005.27,2005.38,1972.01,1982.91,-2236,-1.13
04/20/2023 00:00,1993.63,2012.1,1990.59,2004.97,1134,0.57
04/19/2023 00:00,2005.74,2007.9,1969.4,1993.6,-1214,-0.61
04/18/2023 00:00,1993.87,2011.58,1991.37,2005.48,1161,0.58
04/17/2023 00:00,2002.62,2014.83,1981.46,1993.9,-872,-0.44
04/14/2023 00:00,2039.56,2047.27,1992.31,2004.11,-3545,-1.77
04/13/2023 00:00,2018.1,2047.65,2015.3,2039.89,2179,1.07
04/12/2023 00:00,2004.87,2027.23,2001.2,2018.09,1322,0.66
04/11/2023 00:00,1992.3,2007.13,1988.4,2004.63,1233,0.62
04/10/2023 00:00,2005.17,2005.71,1981.92,1992.37,-1280,-0.64
04/07/2023 00:00,2007.05,2007.24,2007.05,2007.24,19,0.01
04/06/2023 00:00,2020.34,2020.87,2000.4,2007.56,-1278,-0.64
04/05/2023 00:00,2021.48,2031.9,2011.36,2020.23,-125,-0.06
04/04/2023 00:00,1984.6,2024.8,1977.2,2021.6,3700,1.83
04/03/2023 00:00,1957.54,1990.39,1949.8,1984.77,2723,1.37
03/31/2023 00:00,1978.21,1986.75,1966.89,1969.22,-899,-0.46
03/30/2023 00:00,1963.1,1983.9,1955.6,1978.39,1529,0.77
03/29/2023 00:00,1972.27,1972.73,1958.79,1963.15,-912,-0.46
03/28/2023 00:00,1958.2,1975.09,1948.5,1971.86,1366,0.69
03/27/2023 00:00,1975.63,1978.3,1944.42,1958.02,-1761,-0.9
03/24/2023 00:00,1991.37,2002.82,1974.7,1978.42,-1295,-0.65
03/23/2023 00:00,1969.94,2003.22,1966.58,1991.23,2129,1.07
03/22/2023 00:00,1943.12,1977.88,1934.65,1969.57,2645,1.34
03/21/2023 00:00,1977.26,1984.78,1935.51,1942.81,-3445,-1.77
03/20/2023 00:00,1976.47,2009.23,1966.12,1976.52,5,0
03/17/2023 00:00,1921.34,1988.78,1918.48,1987.46,6612,3.33
03/16/2023 00:00,1921.46,1932.68,1907.66,1921.3,-16,-0.01
03/15/2023 00:00,1902.45,1937.02,1886.09,1921.03,1858,0.97
03/14/2023 00:00,1911.76,1913.93,1896.25,1903.02,-874,-0.46
03/13/2023 00:00,1876.65,1914.4,1871.59,1912.13,3548,1.86
03/10/2023 00:00,1831.48,1869.82,1827.71,1867.05,3557,1.91
03/09/2023 00:00,1815.07,1835.09,1811.9,1831.37,1630,0.89
03/08/2023 00:00,1813.78,1823.95,1809.2,1815.12,134,0.07
03/07/2023 00:00,1845.36,1851.36,1812.5,1813.82,-3154,-1.74
03/06/2023 00:00,1852.31,1857.96,1844.8,1846.29,-602,-0.33
03/03/2023 00:00,1838.44,1856.3,1837.1,1855.18,1674,0.9
03/02/2023 00:00,1836.5,1838.66,1830.02,1837.66,116,0.06
03/01/2023 00:00,1825.07,1844.03,1823.01,1836.51,1144,0.62
02/28/2023 00:00,1817.13,1830.86,1805.73,1825.49,836,0.46
02/27/2023 00:00,1811.72,1820,1806.69,1817.08,536,0.29
02/24/2023 00:00,1823.16,1827.65,1809,1810.67,-1249,-0.69
02/23/2023 00:00,1825.01,1833.41,1817.8,1823.24,-177,-0.1
02/22/2023 00:00,1835.59,1845.59,1823.47,1825.02,-1057,-0.58
02/21/2023 00:00,1840.82,1843.66,1829.6,1835.5,-532,-0.29
02/20/2023 00:00,1838.79,1847.34,1836.5,1841.65,286,0.16
02/17/2023 00:00,1833.04,1843.46,1819,1842.34,930,0.5
02/16/2023 00:00,1836.51,1845.12,1827.82,1834.22,-229,-0.12
02/15/2023 00:00,1854.94,1859.98,1830.72,1836.51,-1843,-1
02/14/2023 00:00,1854.15,1869.19,1843.57,1854.94,79,0.04
02/13/2023 00:00,1858.95,1866.15,1850.2,1854.34,-461,-0.25
02/10/2023 00:00,1861.96,1871.68,1852.76,1865.28,332,0.18
02/09/2023 00:00,1875.42,1889.77,1858.6,1862.23,-1319,-0.71
02/08/2023 00:00,1872.64,1885.88,1869.11,1874.97,233,0.12
02/07/2023 00:00,1868.34,1883.76,1865.06,1872.94,460,0.25
02/06/2023 00:00,1865.56,1881.18,1863.36,1868.45,289,0.15
02/03/2023 00:00,1915.18,1918.43,1861.5,1865.39,-4979,-2.67
02/02/2023 00:00,1952.5,1959.59,1910.7,1914.79,-3771,-1.97
02/01/2023 00:00,1928.03,1955.95,1920.84,1953.03,2500,1.28
01/31/2023 00:00,1921.59,1930.88,1900.77,1927.31,572,0.3
01/30/2023 00:00,1925.47,1934.32,1920.73,1922.09,-338,-0.18
01/27/2023 00:00,1927.44,1934.82,1917.6,1927.72,28,0.01
01/26/2023 00:00,1947.56,1948.84,1919.19,1930.33,-1723,-0.89
01/25/2023 00:00,1925.9,1948.72,1920.06,1948.31,2241,1.15
01/24/2023 00:00,1935.7,1939.18,1917.66,1937.01,131,0.07
01/23/2023 00:00,1922.22,1932.67,1911.61,1931.28,906,0.47
01/20/2023 00:00,1929.68,1937.15,1920.6,1925.78,-390,-0.2
01/19/2023 00:00,1906.93,1934.97,1901.02,1931.96,2503,1.3
01/18/2023 00:00,1908.76,1925.67,1896.1,1906.86,-190,-0.1
01/17/2023 00:00,1915.3,1916.51,1903.85,1908.69,-661,-0.35
01/16/2023 00:00,1917.48,1919.26,1911.34,1917.93,45,0.02
01/13/2023 00:00,1897.89,1921.81,1892.3,1920.12,2223,1.16
01/12/2023 00:00,1876.87,1901.41,1875.82,1897.99,2112,1.11
01/11/2023 00:00,1877.17,1886.46,1867.34,1876.9,-27,-0.01
01/10/2023 00:00,1870.16,1880.45,1867.82,1877.18,702,0.37
01/09/2023 00:00,1869.4,1881.07,1867.13,1870.38,98,0.05
01/06/2023 00:00,1832.57,1869.65,1831.3,1865.9,3333,1.79
01/05/2023 00:00,1854.83,1858.83,1825.26,1832.66,-2217,-1.21
01/04/2023 00:00,1836.37,1864.84,1836.21,1854.83,1846,1
01/03/2023 00:00,1829.19,1849.88,1825.86,1836.47,728,0.4
01/02/2023 00:00,1825.69,1829.5,1822.9,1829.15,346,0.19
